BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1194074	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999540417	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999540417, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1260538	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	1.0	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1260539	1503	1488	107883	107870	-	RP11-59C5.2	CTPS1	CTBP2	CTPS|IMD24	-	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.194354332	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P17812	B4E1E0	NP_001288166|NP_001896	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1428240	9439	1488	114829	107870	RP5-914N13.2	RP11-59C5.2	MED23	CTBP2	ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2	-	Affinity Capture-MS	physical	Lambert JP (2015)	PUBMED:25281560	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9ULK4	Q05DL5	NP_001257451|NP_001257450|NP_057063|NP_004821	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1438121	10320	1488	115604	107870	tcag7.1178	RP11-59C5.2	IKZF1	CTBP2	Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1	-	Two-hybrid	physical	Yu H (2011)	PUBMED:21516116	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13422	C9JTB0|R9R4D9|A0A087WU46	NP_001207698|NP_001207699|NP_001278766|NP_001278767|NP_001278768|NP_001278769|NP_001207694|NP_001207695|NP_001207696|NP_001207697|NP_001278775|NP_001278774|NP_001278776|NP_001278771|NP_001278770|NP_001278773|NP_001278772|NP_006051|NP_001207702|NP_001207703|NP_001207700|NP_001207701|NP_001207704|NP_001207705	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1438483	1488	7050	107870	112908	RP11-59C5.2	-	CTBP2	TGIF1	-	HPE4|TGIF	Two-hybrid	physical	Yu H (2011)	PUBMED:21516116	9606	9606	High Throughput	-	-	-	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q15583	-	NP_001265613|NP_777480|NP_001265611|NP_003235|NP_001265615|NP_733796|NP_775299|NP_775302|NP_775303|NP_775300|NP_775301	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444055	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1445384	1488	4140	107870	110310	RP11-59C5.2	-	CTBP2	MARK3	-	CTAK1|KP78|PAR1A|Par-1a	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	P27448	Q86U11	NP_001122391|NP_002367|NP_001122390|NP_001122393|NP_001122392	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1445520	1488	4597	107870	110682	RP11-59C5.2	-	CTBP2	MVD	-	FP17780|MDDase|MPD	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	P53602	-	NP_002452	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1446722	1488	5936	107870	111871	RP11-59C5.2	RP11-658F2.8	CTBP2	RBM4	-	LARK|RBM4A|ZCCHC21|ZCRB3A	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q9BWF3	-	NP_001185772|NP_001185773|NP_002887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1448244	1488	7764	107870	113547	RP11-59C5.2	RP4-724E16.3	CTBP2	ZNF217	-	ZABC1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	O75362	H0UI66	NP_006517	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1451887	1488	23144	107870	116761	RP11-59C5.2	-	CTBP2	ZC3H3	-	ZC3HDC3	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q8IXZ2	-	NP_055932	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454414	1488	55425	107870	120665	RP11-59C5.2	AD029	CTBP2	GPALPP1	-	KIAA1704|LSR7|bA245H20.2	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q8IXQ4	A0A024RDS7	NP_061029|NP_001303880|NP_001303881	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1455302	1488	57703	107870	121727	RP11-59C5.2	-	CTBP2	CWC22	-	EIF4GL|NCM|fSAPb	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q9HCG8	-	NP_065994|NP_001362959|NP_001362958|NP_001362962|NP_001362961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1455479	1488	64062	107870	122035	RP11-59C5.2	PRO1777	CTBP2	RBM26	-	ARRS2|C13orf10|PPP1R132|SE70-2|ZC3H17	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q5T8P6	A0A087X0H9	NP_001273561|NP_001273560|NP_071401|NP_001353664	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1456260	1488	80223	107870	123189	RP11-59C5.2	-	CTBP2	RAB11FIP1	-	NOEL1A|RCP|rab11-FIP1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q6WKZ4	-	NP_079427|NP_001002814	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1504070	30818	1488	119042	107870	-	RP11-59C5.2	KCNIP3	CTBP2	CSEN|DREAM|KCHIP3	-	Affinity Capture-Western	physical	Zaidi NF (2006)	PUBMED:16787403	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2W7	A0A024RE22	NP_001030086|NP_038462	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1504071	30818	1488	119042	107870	-	RP11-59C5.2	KCNIP3	CTBP2	CSEN|DREAM|KCHIP3	-	Two-hybrid	physical	Zaidi NF (2006)	PUBMED:16787403	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2W7	A0A024RE22	NP_001030086|NP_038462	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1506772	27023	1488	117960	107870	-	RP11-59C5.2	FOXB1	CTBP2	FKH5|HFKH-5	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	Q99853	-	NP_036314	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1507376	2304	1488	108593	107870	-	RP11-59C5.2	FOXE1	CTBP2	FKHL15|FOXE2|HFKH4|HFKL5|TITF2|TTF-2|TTF2	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	O00358	-	NP_004464	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1507537	399823	1488	134424	107870	-	RP11-59C5.2	FOXI2	CTBP2	-	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	Q6ZQN5	-	NP_997309	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1509913	27086	1488	117989	107870	HSPC215	RP11-59C5.2	FOXP1	CTBP2	12CC4|QRF1|hFKH1B	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H334	Q548T7|Q8TEA2|A0A087X299|Q8N2P0|E9PFD3	NP_001231737|NP_001231743|NP_001231742|NP_001231741|NP_001231739|NP_001231745|NP_001231744|NP_116071|NP_001012523	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1510154	94234	1488	125147	107870	-	RP11-59C5.2	FOXQ1	CTBP2	HFH1	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9C009	-	NP_150285	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1510285	2307	1488	108596	107870	-	RP11-59C5.2	FOXS1	CTBP2	FKHL18|FREAC10	-	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	-	-	BIOGRID	O43638	-	NP_004109	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1520975	5932	1488	111867	107870	-	RP11-59C5.2	RBBP8	CTBP2	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	-	Affinity Capture-MS	physical	Broderick R (2016)	PUBMED:26807646	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99708	A0A024RC34	NP_976037|NP_976036|NP_002885	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2207707	7050	1488	112908	107870	-	RP11-59C5.2	TGIF1	CTBP2	HPE4|TGIF	-	Two-hybrid	physical	Sahni N (2015)	PUBMED:25910212	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15583	-	NP_001265613|NP_777480|NP_001265611|NP_003235|NP_001265615|NP_733796|NP_775299|NP_775302|NP_775303|NP_775300|NP_775301	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2215357	995	1488	107430	107870	-	RP11-59C5.2	CDC25C	CTBP2	CDC25|PPP1R60	-	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	P30307	-	NP_001274511|NP_073720|NP_001274512|NP_001305027|NP_001781	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2216268	9108	1488	114559	107870	-	RP11-59C5.2	MTMR7	CTBP2	-	-	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	Q9Y216	B7Z9Q7|B7ZAG8	NP_004677	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2228052	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999808555	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999808555, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2248871	84458	1488	124093	107870	-	RP11-59C5.2	LCOR	CTBP2	MLR2	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.964949596	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.964949596, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q96JN0	-	NP_001333445|NP_115816|NP_001164236|NP_001164237	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2252095	100128927	1488	612563	107870	-	RP11-59C5.2	ZBTB42	CTBP2	ZNF925	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.948344385	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.948344385, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	B2RXF5	-	NP_001131073	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2258730	10320	1488	115604	107870	tcag7.1178	RP11-59C5.2	IKZF1	CTBP2	Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.900862941	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.900862941, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13422	C9JTB0|R9R4D9|A0A087WU46	NP_001207698|NP_001207699|NP_001278766|NP_001278767|NP_001278768|NP_001278769|NP_001207694|NP_001207695|NP_001207696|NP_001207697|NP_001278775|NP_001278774|NP_001278776|NP_001278771|NP_001278770|NP_001278773|NP_001278772|NP_006051|NP_001207702|NP_001207703|NP_001207700|NP_001207701|NP_001207704|NP_001207705	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2269913	3484	1488	109705	107870	tcag7.702	RP11-59C5.2	IGFBP1	CTBP2	AFBP|IBP1|IGF-BP25|PP12|hIGFBP-1	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.785928364	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.785928364, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P08833	-	NP_000587	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2271011	51081	1488	119271	107870	-	RP11-59C5.2	MRPS7	CTBP2	MRP-S|MRP-S7|RP-S7|RPMS7|S7mt|bMRP27a	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.772293941	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.772293941, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9Y2R9	A0A024R8L0	NP_057055	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2331372	1488	9665	107870	115020	RP11-59C5.2	-	CTBP2	KIAA0430	-	LKAP|MARF1|PPP1R34	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	Q9Y4F3	-	NP_001171927|NP_055462|NP_001171928	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2331450	1488	9931	107870	115258	RP11-59C5.2	-	CTBP2	HELZ	-	DHRC|DRHC|HUMORF5	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	A0A024R8K8|J3QS41	NP_055692|NP_001317376	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2377680	7706	1488	113500	107870	-	RP11-59C5.2	TRIM25	CTBP2	EFP|RNF147|Z147|ZNF147	-	Affinity Capture-RNA	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2383191	115426	1488	125434	107870	RP11-472F14.2	RP11-59C5.2	UHRF2	CTBP2	NIRF|RNF107|URF2	-	Affinity Capture-MS	physical	Lai M (2016)	PUBMED:27114453	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96PU4	-	NP_690856	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2385438	4961444	1488	1776947	107870	HHV8GK18_gp78	RP11-59C5.2	HHV8GK18_gp78	CTBP2	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	PUBMED:25544563	37296	9606	High Throughput	-	-	-	-	BIOGRID	F5H982	O40945	YP_001129427	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Human Herpesvirus 8	Homo sapiens
2397585	3191	1488	109432	107870	P/OKcl.14	RP11-59C5.2	HNRNPL	CTBP2	HNRPL|hnRNP-L	-	Affinity Capture-RNA	physical	Fei T (2017)	PUBMED:28611215	9606	9606	High Throughput	-	-	-	-	BIOGRID	P14866	Q6NTA2	NP_001524|NP_001005335|NP_001372580	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2448247	1080	1488	107506	107870	tcag7.78	RP11-59C5.2	CFTR	CTBP2	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	-	Affinity Capture-MS	physical	Pankow S (2015)	PUBMED:26618866	9606	9606	High Throughput	-	-	Co-Purifying Protein Identification Technology (CoPIT)	-	BIOGRID	P13569	A0A024R730	NP_000483	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2462301	84458	1488	124093	107870	-	RP11-59C5.2	LCOR	CTBP2	MLR2	-	Affinity Capture-MS	physical	Hauri S (2016)	PUBMED:27705803	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96JN0	-	NP_001333445|NP_115816|NP_001164236|NP_001164237	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2463952	112399	1488	125185	107870	-	RP11-59C5.2	EGLN3	CTBP2	HIFP4H3|HIFPH3|PHD3	-	Affinity Capture-MS	physical	Rodriguez J (2016)	PUBMED:26972000	9606	9606	High Throughput	-	-	Source of EGLN3 not clear	-	BIOGRID	Q9H6Z9	F8W1G2	NP_001295032|NP_071356	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
